FindingID,ReviewID,Protocol,InterventionID,Intervention_Name,Comparison,OutcomeMeasureID,Outcome_Measure,Outcome_Domain,Period,Sample_Description,Is_Subgroup,Outcome_Sample_Size,Outcome_Measure_Intervention_Sample_Size,Outcome_Measure_Comparison_Sample_Size,Intervention_Clusters_Sample_Size,Comparison_Clusters_Sample_Size,Intervention_Mean,Comparison_Mean,Intervention_Standard_Deviation,Comparison_Standard_Deviation,Effect_Size_Study,Effect_Size_WWC,Improvement_Index,p_Value_Study,p_Value_WWC,ICC,Clusters_Total,Is_Statistically_Significant,Finding_Rating,ESSA_Rating,L1_Unit_of_Analysis,FavorableUnfavorableDesignation
5967,1901410,Dropout Prevention,1252,Alternative Schools Demonstration Program (ASDP) ,Business as usual,1033,Total credits earned at end of year 4,Progressing in school,4 Years,Full sample,FALSE,358,241,117,241,117,7.6,8.2,6.9,6.8,,-0.087182886,-3,,0.43969791,,,FALSE,1,,Student,
5968,1901410,Dropout Prevention,1252,Alternative Schools Demonstration Program (ASDP) ,Business as usual,16064,Percentage earning any credits,Progressing in school,3 Years,Overall - Full sample,TRUE,358,241,117,241,117,10,10,,,,0,0,,0.99999,,,FALSE,1,,Student,
5976,1901417,Review of Individual Studies,1062,Building Assets Reducing Risks (BARR),Business as usual,16066,Credits accumulated (% of 6 total credits),Progressing in school,1 Year,Full sample,FALSE,1053,533,520,533,520,81.9,73.8,,,0.08,0.287060249,11,,4.82238244658983E-06,,,TRUE,1,Evidence Tier 1,Student,
5540,100367,Developmental Education,257,Louisiana Opening Doors Program,Business as usual,16176,Number of regular credits earned,Credit accumulation,7 Semesters,Full sample,FALSE,1019,505,514,505,514,11.5,9.1,,,,0.195654298,8,,0.001966912,,,TRUE,1,Evidence Tier 1,Student,
5542,100367,Developmental Education,257,Louisiana Opening Doors Program,Business as usual,2130,Cumulative GPA (2.0 and higher),Academic achievement,7 Semesters,Full sample,FALSE,1019,505,514,505,514,50.9,44,,,,0.167855452,7,,0.00779124,,,TRUE,1,Evidence Tier 1,Student,
5543,100260,Review of Individual Studies,996,Charter schools,Business as usual,15968,Persisted in college at least two consecutive years ,Credit accumulation and persistence,10 Years,Full sample,FALSE,2142,1071,1071,1071,1071,,,0.5,0.49,,0.236268736,9,,9.6207214972388E-08,,,TRUE,2,Evidence Tier 2,Student,
5547,100367,Developmental Education,257,Louisiana Opening Doors Program,Business as usual,2130,Cumulative GPA (2.0 and higher),Academic achievement,2 Semesters,Overall - Full sample,TRUE,1019,505,514,505,514,55,46.9,,,,0.196721418,8,,0.001859531,,,TRUE,1,,Student,
5564,100367,Developmental Education,257,Louisiana Opening Doors Program,Business as usual,15952,Third semester GPA (2.0 and higher),Academic achievement,1 Semester,Overall - First two cohorts,TRUE,537,264,273,264,273,27.1,19.2,,,,0.270838866,11,,0.001872208,,,TRUE,1,,Student,
5569,100367,Developmental Education,257,Louisiana Opening Doors Program,Business as usual,15961,Second semester GPA (2.0 and higher),Academic achievement,1 Semester,Overall - First two cohorts,TRUE,537,264,273,264,273,40.4,19.6,,,,0.61892395,23,,5.86164450311344E-12,,,TRUE,1,,Student,
5577,100098,Adolescent Literacy,1011,Spell Read Phonological Auditory Training (P.A.T.),Business as usual,15969,Woodcock Diagnostic Reading Battery: Letter word identification,Alphabetics,,Grade: 5; 6,FALSE,33,17,16,17,16,93.9,90.9,11.7,6.7,,0.375580717,15,,0.28897102,,,FALSE,1,,Student,
5578,100098,Adolescent Literacy,1011,Spell Read Phonological Auditory Training (P.A.T.),Business as usual,15970,Woodcock Diagnostic Reading Battery: Work Attack,Alphabetics,,Grade: 5; 6,FALSE,33,17,16,17,16,98.1,84.4,8.9,6.9,,2.184297951,49,,4.96401929561685E-07,,,TRUE,1,Evidence Tier 3,Student,
5581,100098,Adolescent Literacy,1011,Spell Read Phonological Auditory Training (P.A.T.),Business as usual,128,Comprehensive Test of Phonological Processing (CTOPP): Blending Words subtest,Alphabetics,,Grade: 5; 6,FALSE,33,17,16,17,16,105.6,90.3,10.6,11.2,,1.28058048,40,,0.000860798,,,TRUE,1,Evidence Tier 3,Student,
5591,100366,Primary Mathematics,255,Computer-assisted instruction: personalized context,Business as usual,15930,11 question math achievement test,General Mathematics Achievement,0 Days,Full sample,FALSE,48,24,24,24,24,5.95,1.12,2.49,0.85,,2.553576806,49,,1.43599576674092E-11,,,TRUE,1,Evidence Tier 3,Student,
5592,100366,Primary Mathematics,255,Computer-assisted instruction: personalized context,Computer-assisted instruction: abstract context,15930,11 question math achievement test,General Mathematics Achievement,0 Days,Full sample,FALSE,48,24,24,24,24,5.95,2.28,2.49,2.16,,1.548722552,44,,2.42528914840001E-06,,,TRUE,1,Evidence Tier 3,Student,
6332,1901828,Beginning Reading,214,Success for All®,Business as usual,228,Woodcock Reading Mastery Test (WRMT): Word Attack subtest,Alphabetics,4 Years,Overall - Grade: 2; 3; 4 minority/Cohorts 1-3; four years and three years of intervention,TRUE,123,83,40,2,2,0.08,-0.29,0.89,1.06,,0.387818713,15,,0.470461326,0.2,,FALSE,2,,Student,
6333,1901828,Beginning Reading,214,Success for All®,Business as usual,229,Woodcock Reading Mastery Test (WRMT): Word Identification subtest,Alphabetics,4 Years,Overall - Grade: 2; 3; 4 minority/Cohorts 1-3; four years and three years of intervention,TRUE,123,83,40,2,2,0.12,-0.29,0.78,1.04,,0.467098795,18,,0.385105378,0.2,,FALSE,2,,Student,
6336,1901828,Beginning Reading,214,Success for All®,Business as usual,1562,Woodcock Reading Mastery Test (WRMT): Passage Comprehension subtest,Comprehension,4 Years,Overall - Grade: 3; 4 nonminority/Cohorts 1-2,TRUE,81,44,37,2,2,-0.08,0.18,0.92,1.3,,-0.232123536,-9,,0.65532313,0.2,,FALSE,2,,Student,
6340,1901829,Beginning Reading,214,Success for All®,Open Court Reading©,16168,SAT-9: Language,Reading achievement,1 Year,Grade: 3; lowest 25%; Cohort 2,FALSE,97,36,61,4,8,28.8,29.6,12.3,12.8,-0.06,-0.062899159,-3,,0.850116518,0.2,,FALSE,2,,Student,
6351,1901830,Beginning Reading,214,Success for All®,Business as usual,218,Woodcock Johnson (WJ): Word Identification subtest,Alphabetics,3 Years,Full sample,FALSE,886,415,471,17,18,64.66,61.47,15.4,15,0.2,0.209847122,8,0.05,0.201478391,0.2,,TRUE,2,Evidence Tier 2,Student,
6352,1901830,Beginning Reading,214,Success for All®,Business as usual,217,Woodcock Johnson (WJ): Word Attack subtest,Alphabetics,3 Years,Full sample,FALSE,886,415,471,17,18,29.22,27.65,8.72,8.66,0.25,0.180552523,7,0.01,0.271584345,0.2,,TRUE,2,Evidence Tier 2,Student,
6354,1901474,Adolescent Literacy,1279,Prentice Hall/Pearson Literature© (2007-15),Business as usual,2377,Gates-MacGinitie Reading Tests (GMRT): Total,Comprehension,9 Months,Overall - Grade: 10,TRUE,591,233,358,7,6,550.66,549.46,22.12,23.03,,0.052806506,2,,0.844450546,0.2,,FALSE,2,,Student,
6364,100369,Transition to College,901,Automated text messaging,Business as usual,1911,College enrollment,Access and enrollment,1 Semester,Full sample,FALSE,1393,697,696,697,696,68.5,70.1,,,,-0.045562152,-2,,0.395860871,,,FALSE,1,,Student,
6365,100368,Transition to College,902,Peer mentoring,Business as usual,1911,College enrollment,Access and enrollment,1 Semester,Full sample,FALSE,1146,450,696,450,696,73.6,70.1,,,,0.10491098,4,,0.083881207,,,FALSE,1,,Student,
6366,70843,"Teacher Training, Evaluation, and Compensation",803,TAP: The System for Teacher and Student Advancement,Business as usual,16172,Illinois Standards Achievement Test (ISAT): Science Assessment,Science Achievement,1 Year,Grade: 4; 7,FALSE,1717,808,909,17,17,204.3,200.6,31,31,0.14,0.119302635,5,0.177,0.014165122,,,FALSE,2,,Student,
6367,70843,"Teacher Training, Evaluation, and Compensation",803,TAP: The System for Teacher and Student Advancement,Business as usual,16172,Illinois Standards Achievement Test (ISAT): Science Assessment,Science Achievement,1 Year,Overall,FALSE,12998,2464,10534,33,100,205,203.7,28.4,27.9,,0.046433444,2,,0.03884245,,,FALSE,3,,Student,
6140,1901668,Transition to College,1043,Dual Enrollment Programs,Business as usual,16118,Any college degree (%),Attainment,12 Years,Overall - High school students with parent education= some college,TRUE,2810,340,2470,340,2470,,,,,,0.173488406,7,0.01,0.0029337,,,TRUE,2,,Student,
6142,1901668,Transition to College,1043,Dual Enrollment Programs,Business as usual,16118,Any college degree (%),Attainment,12 Years,Overall - High school students with parent education= post bachelor’s degree,TRUE,670,180,490,180,490,,,,,,0.115788836,5,,0.185020622,,,FALSE,2,,Student,
6143,1901669,Primary Mathematics,20,Connected Mathematics Project (CMP),Business as usual,16119,Open-ended tasks total score,General Mathematics Achievement,3 Years,Grade: 8,FALSE,606,303,303,7,7,575,565,95,100,,0.1024,4,,0.687,0.2,,FALSE,2,,Student,
6146,1901669,Primary Mathematics,20,Connected Mathematics Project (CMP),Business as usual,16120,Problem-posing performance,General Mathematics Achievement,3 Years,Overall - Grade: 11,TRUE,136,72,64,10,10,1.56,0.5,1.14,1.17,,0.10551,4,,0.679,0.2,,FALSE,2,,Student,
6152,1901670,Primary Mathematics,20,Connected Mathematics Project (CMP),Business as usual,16121,Balanced Assessment (BA),General Mathematics Achievement,1 Year,Overall - Grade: 7,TRUE,861,627,234,18,9,,,,,,,,,0.99999,0.2,,FALSE,2,,Student,
6154,1901701,Supporting Postsecondary Success,1278,prohibiting Internet access,Internet access in classrooms: Unrestricted use,16123,Final exam test score,Academic achievement,1 Semester,Overall - Full sample,TRUE,507,262,245,262,245,,,,,0,0.179732541,7,,0.04402725,,,TRUE,1,,Student,
6156,1901701,Supporting Postsecondary Success,1278,prohibiting Internet access,Internet access,16124,Final exam test score: Short answer,Academic achievement,1 Semester,Overall - Full sample,TRUE,711,262,449,262,449,,,1,1,0,0.209777778,8,,0.007363076,,,TRUE,1,,Student,
6159,1901701,Supporting Postsecondary Success,1278,prohibiting Internet access,Internet access,16125,Final exam test score: Multiple choice,Academic achievement,1 Semester,Overall - Full sample,TRUE,711,262,449,262,449,,,1,1,0,0.139851852,6,,0.073039317,,,TRUE,1,,Student,
6162,1901701,Supporting Postsecondary Success,1278,prohibiting Internet access,Internet access,16123,Final exam test score,Academic achievement,1 Semester,Overall - Male,TRUE,580,225,355,225,355,,,1,1,,0.209727391,8,,0.014410205,,,TRUE,1,,Student,
6163,1901701,Supporting Postsecondary Success,1278,prohibiting Internet access,Internet access,16123,Final exam test score,Academic achievement,1 Semester,Overall - Female,TRUE,135,45,90,45,90,,,1,1,,-0.019887006,-1,,0.913424433,,,FALSE,1,,Student,
6166,1901737,Transition to College,91,Online Algebra I credit recovery courses,Business as usual,16126,Recovered Algebra I credit (%),College Readiness,1 Semester,Full sample,FALSE,1224,613,611,613,611,66,78,,,-0.35,-0.364849925,-14,0,6.6107419538497E-10,,,TRUE,1,,Student,
6169,1901737,Transition to College,91,Online Algebra I credit recovery courses,Business as usual,16129,Earned course credit in Geometry or higher (%),Progressing in school,1 Year,Overall - Full sample,TRUE,1120,563,557,563,557,53,54,,,-0.02,-0.024346282,-1,0.772,0.684015504,,,FALSE,1,,Student,
5593,100366,Primary Mathematics,255,Computer-assisted instruction: personalized context,Computer-assisted instruction: concrete context,15930,11 question math achievement test,General Mathematics Achievement,0 Days,Full samp,FALSE,48,24,24,24,24,5.95,3.58,2.49,2.76,,0.886884122,31,,0.003528537,,,TRUE,1,Evidence Tier 3,Student,
5594,100098,Adolescent Literacy,1011,Spell Read Phonological Auditory Training (P.A.T.),Business as usual,1166,Gray Oral Reading Test Third Edition (GORT-3): Reading Accuracy subtest,Reading Fluency,,Grade: 5; 6,FALSE,33,17,16,17,16,96.5,94.7,16.4,14.2,,0.260165253,10,,0.46056225,,,FALSE,1,,Student,
5618,100094,Primary Mathematics,610,I Can Learn Beginning Algebra,Business as usual,15975,Florida Comprehensive Assessment Test (FCAT): Mathematics (MJ-3),General Mathematics Achievement,1 Day,MJ-3 Class,FALSE,64,32,32,32,32,,,,,,,8,,0.99999,,,FALSE,3,,Class,
5624,100091,Students with a Specific Learning Disability,615,Schema-based instruction,Business as usual,15977,Word problem-solving criterion test,General Mathematics Achievement,0 Days,Full sample,FALSE,34,17,17,17,17,11.48,9.81,2.94,2.91,0.57,0.557446065,21,,0.113629622,,,FALSE,1,,Student,
5642,1900611,Developmental Education,797,Linked Learning Communities,Business as usual,1576,College-level credits earned,Credit accumulation and persistence,3 Semesters,Full sample,FALSE,6974,3983,2991,3983,3983,9.9,9.8,,,,0.00781418,0,,0.746946544,,,FALSE,1,,Student,
5643,1900611,Developmental Education,797,Linked Learning Communities,Business as usual,1576,College-level credits earned,Credit accumulation and persistence,1 Semester,Overall - Full sample,TRUE,6974,3983,2991,3983,3983,6.87,6.72,,,,0.01649929,1,,0.495811471,,,FALSE,1,,Student,
5650,1900639,Adolescent Literacy,742,READ 180®,Business as usual,658,TerraNova Reading Test,Literacy Achievement,2 Semesters,Cohort 2,FALSE,1630,815,815,815,815,41.2,38.3,8.9,12.2,0.27,0.271454976,11,,1.04999695937913E-07,,,TRUE,2,Evidence Tier 2,Student,
5654,1900639,Adolescent Literacy,742,READ 180®,Business as usual,658,TerraNova Reading Test,Literacy Achievement,2 Semesters,Overall - Cohort 2 EL,TRUE,686,325,361,325,361,39.9,35.4,7.7,11.1,0.45,0.466286659,18,,3.30158422823246E-09,,,TRUE,2,,Student,
5661,1900631,Adolescent Literacy,742,READ 180®,Business as usual,15988,New Jersey High School Proficiency Assessment Analyzing Text Cluster Score,Comprehension,1 Year,Overall - Black,TRUE,23,14,9,14,9,37.5,37.8,9.6,14.2,,-0.070669302,-3,,0.870134701,,,FALSE,2,,Student,
5664,1900647,Adolescent Literacy,742,READ 180®,Business as usual,1469,CTB/McGraw-Hill Reading Test,Comprehension,1 Year,Grade: 6 Lvl 2,FALSE,471,64,407,64,407,642,639,21,19,,0.155346874,6,,0.248903799,,,FALSE,2,,Student,
5666,1900647,Adolescent Literacy,742,READ 180®,Business as usual,1515,New York State Department of Education End-Of-Year Test in English Language Arts (NYSDE/ELA),Comprehension,1 Year,Grade: 8 Lvl 2,FALSE,425,47,378,47,378,689,686,18,14,,0.206691954,8,,0.18244385,,,FALSE,2,,Student,
5977,1901417,Review of Individual Studies,1062,Building Assets Reducing Risks (BARR),Business as usual,16067,ELA credits earned (%),Progressing in school,1 Year,Overall - Full sample,TRUE,1053,533,520,533,520,83.3,69.8,,,0.14,0.465877984,18,,4.99378316476395E-13,,,TRUE,1,,Student,
5984,1901302,Children and Students with an Autism Spectrum Disorder,1242,Pivotal Response Training,Psychoeducation group (PEG) training,16071,Unintelligible utterances,Communication/ Language,1 Year,Overall - Full sample,TRUE,47,25,22,25,22,21.16,24.6,14.9,23.3,-0.18,-0.474633186,-7,0.762,0.541093964,,,FALSE,1,,Student,
5992,1901327,Review of Individual Studies,1062,Building Assets Reducing Risks (BARR),Business as usual,2452,Northwest Evaluation Association (NWEA) Measures of Academic Progress (MAP): Mathematics,Academic achievement,1 Year,Overall - Less proficient students,TRUE,289,154,135,154,135,,,10.52,11.79,,0.379473509,15,0.001,0.001435604,,,TRUE,2,,Student,
5997,1900851,Science,13,The LASER Model,Business as usual,2450,Partnership for the Assessment of Standards-based Science (PASS): Performance Test,Science Achievement,3 Years,Overall - Students without an IEP,TRUE,2375,1297,1078,35,32,67.13,66.27,15.3,15.88,0.06,0.055231457,2,0.147,0.181230073,,,FALSE,2,,Student,
6009,1901566,"Teacher Training, Evaluation, and Compensation",1261,Virginia Initiative for Science Teaching and Achievement (VISTA),Business as usual,16078,Science scaled test,Science Achievement,1 Year,Overall - Cohorts 2 and 3,TRUE,1825,1206,619,15,8,,,56.69,49.58,,-0.102929199,-4,0.51,0.038213902,,,FALSE,2,,Student,
6011,1901567,"Teacher Training, Evaluation, and Compensation",1261,Virginia Initiative for Science Teaching and Achievement (VISTA),Business as usual,16078,Science scaled test,Science Achievement,1 Year,Grade: 5,FALSE,2733,1704,1029,38,22,,,63.4,61.22,,0.068364586,3,0.4,0.084368318,,,FALSE,2,,Student,
6022,1900851,Science,13,The LASER Model,Business as usual,2450,Partnership for the Assessment of Standards-based Science (PASS): Performance Test,Science Achievement,3 Years,Overall - FRPL,TRUE,1549,895,654,32,29,63.95,61.66,15.47,17.56,0.14,0.139696321,6,0.157,0.006999908,,,FALSE,2,,Student,
6031,1901580,Science,13,The LASER Model,Business as usual,2450,Partnership for the Assessment of Standards-based Science (PASS): Performance Test,Science Achievement,3 Years,Full sample,FALSE,1408,772,636,8,7,58.81,53.74,24.49,23.01,0.12,0.212617086,8,0.516,8.98725163906988E-05,,,FALSE,2,,Student,
6032,1901580,Science,13,The LASER Model,Business as usual,15802,Houston Independent School District (HISD) STAAR state standardized test: Science,Science Achievement,3 Years,Houston sample,FALSE,243,131,112,5,4,3734.2,3889,607.91,448.9,-0.29,-0.285501077,-11,0.005,0.385117897,0.2,,FALSE,2,,Student,
6053,1901580,Science,13,The LASER Model,Business as usual,2450,Partnership for the Assessment of Standards-based Science (PASS): Performance Test,Science Achievement,3 Years,Overall - Non-ELL,TRUE,1316,730,586,8,7,59.81,54.92,24.49,22.78,0.21,0.205829951,8,0.001,0.355871314,0.17,,FALSE,2,,Student,
6369,70843,"Teacher Training, Evaluation, and Compensation",803,TAP: The System for Teacher and Student Advancement,Business as usual,16174,Illinois Standards Achievement Test (ISAT): Reading Assessment,English language arts achievement,1 Year,Grade: 4; 5; 6; 7; 8,FALSE,7661,3717,3944,17,17,221.3,221,26.5,27,0.01,0.011210261,0,,0.624219517,,,FALSE,2,,Student,
6370,70843,"Teacher Training, Evaluation, and Compensation",803,TAP: The System for Teacher and Student Advancement,Business as usual,16174,Illinois Standards Achievement Test (ISAT): Reading Assessment,English language arts achievement,1 Year,Overall - Grade: 4; 5; 6; 7; 8,TRUE,41580,8097,33483,33,100,222,222.4,26.6,26.5,,-0.015082968,-1,,0.224211344,,,FALSE,2,,Student,
6373,100371,Transition to College,902,Peer mentoring,Business as usual,1911,College enrollment,Access and enrollment,1 Semester,Full sample,FALSE,617,244,373,244,373,66.4,62.8,,,,0.095353028,4,,0.247749601,,,FALSE,1,,Student,
6374,100370,Transition to College,901,Automated text messaging,Business as usual,1911,College enrollment,Access and enrollment,1 Semester,Full sample,FALSE,746,373,373,373,373,69.9,62.8,,,,0.193074298,8,,0.008807106,,,TRUE,1,Evidence Tier 1,Student,
